"","soc_eff","hea_eff"
"1",0.291441658861004,-0.057676136889495
"2",0.173248939099722,-0.0693669266998768
"3",0.0853166363667697,-0.0345887192990631
"4",0.131791686057113,-0.0850987227400765
"5",0.0125298395287246,-0.0628499132115394
"6",0.0517787709832191,-0.0906898941379041
"7",0.40443371294532,-0.0353109613060951
"8",0.448375254170969,-0.0490637199487537
"9",0.363845361745916,-0.00172925642691553
"10",0.278003651765175,-0.0918139764340594
"11",0.154918715008534,-0.0219489625422284
"12",0.479591912007891,-0.025471349270083
"13",0.346700898255222,-0.0198537861462682
"14",0.275716705946252,-0.0848320927005261
"15",0.120684560504742,-0.00914440073538572
"16",0.377841155277565,-0.0403445051750168
"17",0.225915777962655,-0.0393617669120431
"18",0.498538623098284,-0.0528916884446517
"19",0.0795735283754766,-0.0176324620610103
"20",0.135544661665335,-0.0794568517012522
"21",0.340751010808162,-0.0692006674129516
"22",0.468118321965449,-0.0992484655929729
"23",0.359472434152849,-0.0755180544219911
"24",0.419759368523955,-0.00690628730226309
"25",0.284309831215069,-0.0837734201224521
"26",0.211553672677837,-0.0830318305874243
"27",0.0730352764949203,-0.0107518153032288
"28",0.217051575426012,-0.092167292535305
"29",0.20012238365598,-0.0331512448610738
"30",0.316328989691101,-0.0829464676557109
"31",0.339434198336676,-0.00402138677891344
"32",0.0535674768034369,-0.0268118335166946
"33",0.382199538871646,-0.0447005556896329
"34",0.0403045456623659,-0.0109217317542061
"35",0.0989308434072882,-0.0501557402079925
"36",0.0738491318188608,-0.0249180952552706
"37",0.0281472649658099,-0.00162677795160562
"38",0.0196819585980847,-0.0977218878222629
"39",0.358943821047433,-0.0151279885321856
"40",0.0179886206751689,-0.0042647103080526
"41",0.142761307768524,-0.0678790848236531
"42",0.488296056981198,-0.0321299284696579
"43",0.30285191629082,-0.0856106838211417
"44",0.158577364403754,-0.0138810294214636
"45",0.309555504354648,-0.0928659779252484
"46",0.182851070887409,-0.0458874220959842
"47",0.427709897630848,-0.096061527566053
"48",0.0775815473170951,-0.0985117027536035
"49",0.425438181613572,-0.0644680648343638
"50",0.0988914520712569,-0.0912374632433057
